0.000000	-0.288181	-0.345807	-0.305810	0.145630	0.000000	0.000000	3.514969	-1.221910
0.110132	-0.110707	1.088856	-0.119340	0.139954	0.111925	-0.315112	3.489068	-1.206077
0.210042	-0.046026	-3.602921	-0.282148	0.125977	0.209150	-0.608214	3.468605	-1.193624
0.310212	0.963049	-1.452037	-0.656318	0.129507	0.298412	-0.917362	3.408510	-1.181179
0.420052	-0.040077	-1.017182	-0.427872	0.128826	0.393841	-1.248952	3.345940	-1.167221
0.520034	0.966319	0.801137	-0.175998	0.124690	0.501724	-1.525980	3.306805	-1.154700
0.620008	1.924662	-1.558365	-0.248964	0.123087	0.611389	-1.779379	3.281197	-1.142172
0.730020	-0.737790	-4.089118	-0.267814	0.119485	0.738853	-2.059793	3.232197	-1.128796
0.830196	1.337451	0.322335	-0.015754	0.114402	0.844766	-2.299827	3.207657	-1.117207
0.930085	1.043431	-2.773202	-0.104040	0.114596	0.960117	-2.560555	3.188860	-1.105753
1.040066	2.160729	-5.747836	0.016800	0.114697	1.097177	-2.840746	3.167972	-1.093235
1.140056	0.592955	-2.137619	-0.036604	0.118675	1.217510	-3.118344	3.163415	-1.081312
1.240056	3.084587	-3.882920	-0.198127	0.112709	1.337778	-3.401661	3.150675	-1.070120
1.350180	2.220812	-3.221641	-0.260043	0.114544	1.467613	-3.718068	3.122289	-1.057749
1.450050	3.161517	-6.212499	-0.243080	0.118653	1.596863	-3.986054	3.092992	-1.045907
1.550080	2.863973	-7.273026	-0.051640	0.116779	1.727472	-4.243985	3.074006	-1.034203
1.660064	-3.357538	-5.760673	-0.092583	0.108324	1.882353	-4.546892	3.091476	-1.022435
1.760103	0.189401	-3.076706	-0.216042	0.109056	2.021021	-4.828731	3.069039	-1.011736
1.860182	3.495487	-7.544223	0.255105	0.110694	2.166955	-5.106074	3.076575	-1.000699
1.960103	4.014492	-7.379299	0.361558	0.116084	2.319769	-5.374893	3.104028	-0.989086
2.070074	2.323178	-6.252394	0.334598	0.120475	2.495666	-5.664594	3.141482	-0.975866
2.170215	2.892011	-4.292403	0.318470	0.117234	2.663171	-5.929675	3.179517	-0.964114
2.280099	4.131368	-5.520913	0.167076	0.118646	2.854540	-6.220683	3.211316	-0.951016
2.380135	4.336158	-5.522816	0.044155	0.118432	3.036262	-6.479800	3.220116	-0.939091
2.480139	1.965177	-8.175055	0.017012	0.116130	3.219148	-6.740312	3.220551	-0.927382
2.580116	2.467747	-6.007024	-0.113660	0.111891	3.407683	-7.005677	3.208319	-0.916398
2.690106	3.115683	-2.619848	0.105788	0.126235	3.615914	-7.291356	3.214997	-0.902506
2.790122	2.168897	-9.747829	-0.251708	0.117874	3.807482	-7.550080	3.208474	-0.890655
2.890297	5.536966	-4.966851	-0.016363	0.112171	4.000019	-7.810551	3.200796	-0.879629
3.000108	5.225814	-6.415049	0.166397	0.115836	4.214429	-8.086683	3.211422	-0.866497
3.100121	7.268133	-8.522686	0.414446	0.116142	4.415444	-8.334631	3.239341	-0.854687
3.210136	1.803026	-9.662126	0.354212	0.118866	4.648944	-8.597973	3.276104	-0.841585
3.310355	6.772734	-11.728713	0.571106	0.124956	4.866943	-8.841356	3.321933	-0.829008
3.410309	5.154184	-8.597024	0.854560	0.128064	5.087122	-9.103499	3.397271	-0.816029
3.510259	4.684861	-7.917839	0.909112	0.122285	5.316045	-9.365102	3.481982	-0.803656
3.620141	6.744686	-5.008771	0.845693	0.127721	5.583127	-9.651588	3.571919	-0.789721
3.720154	7.075536	-11.132959	0.743368	0.139556	5.835601	-9.914152	3.647904	-0.775460
3.820378	4.973112	-11.849420	0.817150	0.140757	6.096707	-10.186258	3.725456	-0.761505
3.930242	8.300233	-11.624982	0.944873	0.143611	6.395686	-10.491316	3.820859	-0.745723
4.030229	6.538030	-9.269496	0.965517	0.145594	6.678552	-10.768101	3.913468	-0.731111
4.130155	5.523756	-11.637277	0.991537	0.157504	6.970682	-11.049961	4.011582	-0.715200
4.240179	3.618595	-13.527529	0.939157	0.167030	7.301168	-11.362572	4.115413	-0.696544
4.340358	6.479965	-10.802908	0.776108	0.167157	7.615438	-11.634430	4.196543	-0.679832
4.440169	10.328770	-11.921629	0.754218	0.173743	7.941783	-11.884696	4.269465	-0.662558
4.550173	8.833551	-11.821951	0.571887	0.184737	8.310822	-12.157889	4.341912	-0.642308
4.650199	10.828834	-10.631047	0.387290	0.188536	8.659352	-12.417757	4.390425	-0.623592
4.750189	9.560201	-14.697873	0.147828	0.191948	9.012814	-12.675985	4.413113	-0.604633
4.860279	11.203557	-12.170678	0.026907	0.189627	9.396786	-12.932772	4.412869	-0.583763
4.960199	12.205217	-13.199797	-0.042293	0.185682	9.751334	-13.139984	4.405059	-0.565345
5.060278	14.015526	-14.050948	-0.138579	0.181639	10.109325	-13.333196	4.390793	-0.547325
5.170307	13.695177	-13.331210	-0.104362	0.178325	10.509056	-13.561448	4.374342	-0.527636
5.270203	9.840988	-16.010920	-0.282704	0.171081	10.873526	-13.754024	4.348771	-0.510637
5.370263	10.936553	-11.074318	-0.289382	0.164838	11.238614	-13.920960	4.316608	-0.494479
5.480292	13.273348	-12.709798	-0.187608	0.157142	11.640599	-14.087566	4.284171	-0.476730
5.580276	7.257068	-12.821006	-0.269986	0.146864	12.008813	-14.242934	4.253937	-0.461319
5.680323	13.492009	-15.495203	-0.347880	0.140460	12.380304	-14.395351	4.215447	-0.446360
5.790299	11.533343	-14.557752	-0.287924	0.131342	12.788111	-14.553131	4.176370	-0.430807
5.890270	16.604443	-16.784852	-0.265009	0.120030	13.154690	-14.674650	4.143604	-0.419114
5.990209	12.664652	-12.058092	-0.287210	0.107512	13.520262	-14.781662	4.110456	-0.408703
6.090298	12.993894	-15.636705	-0.327560	0.094310	13.886196	-14.908202	4.073624	-0.399530
6.200484	14.482137	-17.523636	-0.278061	0.078676	14.286584	-15.041057	4.035558	-0.391049
6.300325	15.089992	-17.589687	-0.272047	0.063027	14.650101	-15.170452	4.004222	-0.385045
6.400375	16.781117	-15.271947	-0.282425	0.047836	15.010720	-15.278309	3.974396	-0.380640
6.510437	19.971420	-14.831135	-0.274073	0.029525	15.404557	-15.392816	3.940496	-0.377689
6.610351	18.492876	-18.117107	-0.270358	0.012249	15.761497	-15.510579	3.912604	-0.376860
6.710438	15.871910	-14.975445	-0.210605	-0.004915	16.116189	-15.621736	3.887436	-0.377664
6.820380	19.996849	-19.123797	-0.025165	-0.023019	16.505407	-15.761965	3.867638	-0.380478
6.920383	18.841177	-14.642052	0.455988	-0.041189	16.859938	-15.824760	3.898839	-0.385346
7.020337	20.291362	-14.498625	0.576860	-0.061408	17.224270	-15.923396	3.954064	-0.392293
7.130356	17.733482	-17.079097	0.348231	-0.078186	17.629340	-16.035798	4.005680	-0.401769
7.230339	15.502744	-15.769303	0.202933	-0.093111	17.999104	-16.160148	4.036474	-0.411602
7.340416	18.021788	-12.246182	0.017980	-0.113033	18.405182	-16.286716	4.046782	-0.424612
7.440387	17.547775	-15.756459	-0.164229	-0.133669	18.769825	-16.397242	4.039313	-0.438631
7.540379	15.992454	-17.312601	-0.203142	-0.148363	19.130457	-16.521675	4.024284	-0.453954
7.650353	20.044507	-15.015963	-0.153977	-0.160597	19.522211	-16.663883	4.006837	-0.471957
7.750375	22.771410	-16.902049	-0.120678	-0.178743	19.875207	-16.813752	3.993374	-0.490288
7.850430	17.988588	-16.030989	-0.217495	-0.196083	20.223078	-16.946690	3.979910	-0.510446
7.960369	21.632508	-16.130968	-0.217545	-0.205974	20.598534	-17.114284	3.950370	-0.533485
8.060369	19.532358	-14.997799	-0.244810	-0.207462	20.932933	-17.264567	3.929728	-0.554507
8.160422	21.435793	-16.043667	-0.189652	-0.212212	21.260001	-17.443316	3.909091	-0.575962
8.270361	24.162770	-16.426927	0.130312	-0.221733	21.614624	-17.645472	3.899357	-0.600560
8.370431	22.507142	-13.526616	0.289576	-0.230901	21.934110	-17.832207	3.922228	-0.624093
8.470392	22.738972	-18.620193	0.428414	-0.236274	22.251566	-18.028264	3.965928	-0.647902
8.580399	22.821329	-15.291427	0.404856	-0.243836	22.597395	-18.256964	4.013061	-0.675014
8.680444	23.145920	-17.449762	0.355092	-0.247167	22.908495	-18.488517	4.052582	-0.699933
8.780427	25.608180	-19.751650	0.363378	-0.250058	23.216717	-18.725933	4.091316	-0.725046
8.890451	20.099581	-18.400300	0.337460	-0.250627	23.552721	-18.999146	4.130336	-0.752735
8.990412	24.313164	-20.458829	0.351415	-0.249495	23.853694	-19.242809	4.165093	-0.777818
9.090461	25.889968	-18.301153	0.351310	-0.249444	24.147796	-19.516288	4.201301	-0.802802
9.200449	22.471712	-18.796955	0.388158	-0.244012	24.461697	-19.833392	4.242785	-0.829593
9.300440	24.349498	-23.106883	0.487845	-0.241224	24.741708	-20.140833	4.287669	-0.853594
9.400479	25.925845	-20.550224	0.521074	-0.244624	25.019945	-20.459795	4.338342	-0.878058
9.510507	23.830610	-19.777618	0.543823	-0.241726	25.321176	-20.823509	4.395929	-0.904626
9.610443	26.566003	-22.324990	0.566725	-0.235759	25.589817	-21.169915	4.452099	-0.928055
9.710435	26.654196	-19.496543	0.541369	-0.237045	25.853492	-21.526673	4.508393	-0.951698
9.820534	24.713877	-21.169454	0.504124	-0.237451	26.139211	-21.931234	4.563749	-0.978001
9.920504	26.394060	-17.778773	0.557123	-0.242227	26.388548	-22.310793	4.615961	-1.002654
10.020473	22.913279	-21.299785	0.610122	-0.247003	26.637885	-22.690353	4.668174	-1.027307
10.120485	26.263768	-23.290767	0.601159	-0.248123	26.876258	-23.090372	4.727124	-1.052179
10.230456	30.934368	-23.560440	0.751298	-0.248017	27.131190	-23.543293	4.800237	-1.079611
10.330733	31.843146	-24.851539	0.768906	-0.251930	27.361259	-23.967243	4.876011	-1.105101
10.440490	28.305684	-25.432851	0.788177	-0.245573	27.604660	-24.451156	4.958601	-1.132417
10.540466	26.436774	-24.780670	0.803840	-0.237706	27.818151	-24.905636	5.037620	-1.156075
10.640543	27.458323	-24.966739	0.749298	-0.234451	28.023466	-25.371722	5.111685	-1.179558
10.750491	24.027143	-21.894200	0.803064	-0.233676	28.237198	-25.899136	5.192922	-1.205244
10.850682	28.090378	-22.905288	0.854590	-0.237684	28.424372	-26.391099	5.274817	-1.229184
10.950485	26.588176	-26.312938	0.853546	-0.238001	28.602400	-26.898009	5.359598	-1.253075
11.060494	35.117909	-29.208549	0.787291	-0.229053	28.788025	-27.469091	5.448907	-1.278301
11.160517	25.954369	-29.093831	0.828012	-0.220438	28.944969	-28.000812	5.528974	-1.300219
11.260523	30.037780	-27.155970	0.729950	-0.217369	29.092803	-28.542650	5.605099	-1.321798
11.360590	31.811980	-29.596442	0.587021	-0.217806	29.231246	-29.082417	5.669707	-1.343534
11.470563	26.164426	-30.551155	0.298267	-0.213893	29.368928	-29.681095	5.713834	-1.367142
11.570491	31.962901	-29.295758	0.105138	-0.209054	29.482455	-30.227084	5.729746	-1.388089
11.680530	25.678343	-30.907070	-0.022489	-0.200000	29.592220	-30.836967	5.732183	-1.410247
11.780539	32.476747	-27.137790	-0.037627	-0.188560	29.680411	-31.390886	5.726683	-1.429041
11.880575	30.881729	-31.320165	-0.058558	-0.179098	29.758355	-31.938769	5.720538	-1.446841
11.980540	27.346864	-34.169831	-0.091468	-0.178072	29.827276	-32.483345	5.713036	-1.464691
12.090556	29.985433	-32.074321	-0.087329	-0.179741	29.891601	-33.080716	5.702675	-1.484710
12.190559	31.098378	-34.588377	-0.081630	-0.178263	29.938010	-33.631959	5.692298	-1.502521
12.290546	27.669843	-35.737198	-0.048627	-0.177908	29.973727	-34.181634	5.684335	-1.520334
12.400614	27.691399	-33.499777	-0.030657	-0.179378	30.005348	-34.786596	5.677862	-1.540150
12.500604	25.403654	-35.993621	0.024912	-0.178489	30.028217	-35.327065	5.675004	-1.558122
12.600568	30.937339	-32.834222	0.012205	-0.178052	30.037583	-35.878247	5.675264	-1.576046
12.710579	30.177721	-34.482563	0.002748	-0.178559	30.035122	-36.485130	5.673381	-1.595686
